hinglish,label
"Yes , Bruce almighty मेरे go-to movies में से एक है .",neutral
इस मोइव का cinemascore आई है . मुझ से सुन कर कोई surprise नहीं हुआ . सभी actors ने fabulous काम किया है .,positive
Yes मुझे उनके character के लिए खेद है पर उन्हें character बहुत कुछ friends days की तरह था .,negative
हमें लगता नहीं की हम दोबारा यह movie देखेंगे,neutral
"है , मैं भी agree कर्तहों के उसका character बहोत friendly हैं",positive
कीयू नही ? तुम को comedies अच्छा नहीं लगता,neutral
Rotten Tomatoes के पास एक rotten score है इसके लिये . मुझे लगता है की हम उसीसे बेह हई है .,neutral
लेकिन इस cinema का score आई है,neutral
Comedies कवि कवि बहोत क्लिच होते लेकिन हमको इए कवि पसंद नहीं है,positive
मुझे लगता है की सभी actor अच्छा acting किया है लेकिन तीन में actors बहोत ही अच्छा किया है,positive
Morgan Freeman sob roles बहोत ही अच्छा करता है,positive
जिम Carrey के बारेमें हम यह अभी के नही सकते कियू की इस साल पे वो अच्छा नहीं किया,neutral
हम भी तुमसे पूरा agree करते की Morgan Freeman bomb है,neutral
और जिम करे ने कहीं सारे bombed किया .. लेकिन वह उसकी outdid अपनी movie में डी,positive
मुझे लगता हैं कि मैं दुबारा इसका end watch करूँगा,neutral
मुझे पसंद हैं जब वह अपनी new powers को उसे कर रहा था उस miraculous events को cause करने और उसे mundane events को occur करी,neutral
मुझे पसंद नहीं क्यों कि वह इतना embarrassed हवा अपनी को worker के साथ और same time उस evan का character तो बकवास था,neutral
"lol , सच हैं यार , इससे तो और crazier बन जाता इस situation को",positive
मैं भी ऐसे ही करता इस bruce का situation को lol,positive
अगर मेरे पास ऐसे कुछ powers होता तो मैं भी ऐसे ही करता lol,positive
"office , God यानी morgan freeman ने अपना दीन को save कर और bruce को बुला",neutral
seriously ! क्या वह वाक्य में matrix reloaded को knocked off किया . उस box office में से वह भी first week में ?,neutral
नहीं मुझे नहीं पता . लेकिन में first matrix तो enjoy कर रही थी लेकिन वो दोनों तो आपस में hit कर रहे थे .. बोलते हैं कि क्यों मुझे इस place से knocked out किया,positive
"सबकी बात करूँ तो , यह one of my favorite movies है . में काफी बड़ा movie fan नहीं हूँ पर ये वो movie है जो मैंने many times rwatch की .",positive
यह सच है . जिम Carrey के career के लिए काफी impressive ! I hope तुमने Evan Almighty नहीं देखी,positive
"तुमने inception देखी है ? If not , you should . Complicated है पर काफी अच्छी है .",positive
Leonardo DiCaprio और Joseph Gordon Levitt हैं उसमें,neutral
"तुमने कभी inception देखी है ? Leonardo DiCaprio और Joseph Gordon Levitt हैं उसमें . If not , you should . Complicated है पर काफी अच्छी है .",positive
वह लोगों के mind में जाते हैं तो steal information,neutral
हां,neutral
"Ellen Page भी है उसमें , i love her",positive
i also love her,positive
जो लोग दूसरों के mind में जाते हैं उन्हें extractors कहते हैं,negative
yes,neutral
"Rotten Tomatoes में उसका 86 % है , सो काफी अच्छा है .",positive
हां,neutral
first scene explain करता है कैसे किसी का mind काम करता है .,positive
"team में , लोगों को "" kicks "" set up करना है एक दूसरे को sleep से wake up करने के लिए ( कैसे mind के अंदर जाते हैं , मैं guess करो )",negative
"लेकिन कुछ लोगों के पास subconsciousness में defenses हैं , और team attack होता है बंदे के mind में .",neutral
"बंद अगर दूसरे के mind में मर जाए , तो वह stuck हो जाएगा infinite limbo में जहां वह भूल जाता है कि वह dream में है",neutral
तुम बहुत slow typist हो considering कितना exciting है ये movie,neutral
"बंद अगर दूसरे के mind में मर जाए , तो वह stuck हो जाएगा infinite limbo में जहां वह भूल जाता है कि वह dream में है",neutral
वह बहुत सही हैं.क्या तुम्हें कोई questions है ?,positive
तुम्हें scientific movies पसंद है ?,neutral
"मैं इस movie के बारे में बताना चाहता हूं , लेकिन तुम interested नहीं हूँ .",positive
"ok , मैं ने सोचा है कि मैं ने जाना है , bad me . आप compulsory देखो Inception !",neutral
नहीं,neutral
हुई . मैं चाहता हूँ तुम Guillermo डेल टोरो की The Shape of Water check करो .,neutral
"Hello , ये movie interesting लगती है . क्या तुम कुछ और review दे सकते हो ?",positive
"इसकी Rotten Tomatoes 92 % rating है , और इसे CinemaScore से आ मिले . यह American fantasy drama , एक love story है .",positive
"Great , plot क्या है ?",positive
"plot mute cleaner हैं जो secret government lab में work करता है , और एक लाभ में trap हो रहे amphibian से प्यार करने लगता है",neutral
"यह intriguing लगता हौ , और वह amphibian lab में कैसे पहुंचा ?",positive
"amphibian Amazon River में capture हुआ था , और study करने के लिए लाभ में लाया गया",neutral
वह amphibian को study करने का try कर रहे हैं ताकि वह arms race में Russian के ऊपर edge पा सकें .,neutral
"वह उस creature को stun और immobilize कर देते हैं , और लाभ में study के लिए lock कर देते हैं",neutral
"U . is . और Soviets की rivalry की यह Awesome , fantasy और thrilling argument है",positive
"Yeah ! और भूलो मत इसने काफी awards जीते , including best picture",positive
मैं characters किसने play किया है ?,positive
Sally Hawkins mute cleaner play कर रही है,neutral
"as the antagonist Michael Shannon है , Richard Jenkins as Elisa's friend , और Octavia Spencer भाई as her friend है",neutral
"में Sally Hawkins से ज्यादा familiar नहीं हूं , लेकिन Michael Shannon and Richard Jenkins great actors हैं !",positive
मुझे इस movie को देखने के लिए definitely कुछ time निकालना चाहिए,neutral
"हाँ I agree ! Michael Shannon great enemy बनता है , और Richard Jenkins हमेशा एक great character actor है",positive
"हाँ , मैं हमेशा वह movies check करता हूँ जो Best Picture जीत ती हैं . ज्यादातर time वह अछि होती हैं .",positive
क्या तुम्हें पता है कि कैसे पता चलता है कि हो गया ?,neutral
हाँ मेरे भाई वो habit है . और Guillermo del टोरो totally वह award deserve करता है . उसका work हमेशा देखने के लिए अच्छा होता है !,positive
"Yeah , मुझे भी Pan's Labyrinth पसंद आया",positive
मैं वह जो करता है उसे follow करने की try करता हूँ और उसकी most of the films देखता हूँ,positive
क्या तुम्हें पता है और क्या करने जाय हम is HIT me ? मुझे नहीं मालूम next step क्या है,negative
"सही में , Pan's Labyrinth एक ऐसा movie है जिसके लिए उन्हें remember किया जाएगा .",positive
"हां , उसका एक way तो different worlds और interesting creatures create करने का .",positive
क्या तुम्हें और कुछ पता है Shape of Water के बारे में ? कुछ fun facts या something ?,positive
"हाँ , मुझे कुछ विरोध लगे amphibian और human के बीच में love scenes ! hehe",neutral
लेकिन सब कुछ pretty artfully किया गया है,positive
"यह कुछ funny है लेकिन मेरे ख्याल से ये previous movies में किया गया था जैसे The Little Mermaid , लेकिन बेशक less visually",neutral
मैं character इसमें creature से बात करने ए लिए sign language use करते हैं .,positive
"तुम्हें समझना पड़ेगा , कि मैं character orphaned है और river में मिला था , neck पे wounds के साथ .",positive
"सही लग रहा है , since Hally mute की acting कर रही है . यह imply करेगा कि creature भी काफी smart है .",positive
वह neck marks के shape क्या थी,neutral
"हां , यह implied है . is film में काफी symbolism and allegory है .",neutral
"वह knife के slashes की तरह है ... , जैसे amphibian creature के gills को mirror कर रहा हूँ .",neutral
"यह काफी curious है , क्या तुम कुछ film scenes describe कर सकते हो ?",neutral
"Sure . Elisa ( मेन character ) creature को bathtub में रखती है , salts के साथ . वह out of water ज्यादा देर नहीं रह सकता .",positive
hello,neutral
है ! क्या आप Blindside with sandra bullock को देखा ?,neutral
"नहीं यार , आप ?",neutral
हां . ये तो sports fan का हैं ?,neutral
"हाँ , आप ?",neutral
मैं तो sports family का हूँ और मैं तो इस movie का fan हूँ . यह तो true story में based किये हैं .,positive
क्या यह true story हैं ?,positive
इस story में Micheal जो Highschool में उस white family को adopted किया और college के लिए उसका support लिया उस football scholarship के लिए और Ravens के लिए उसका drafted किया,neutral
अच्छा wait कर मैं इसके बारे में कुछ सुना हैं,neutral
मुझे लगता कि यह football player के बारे में हैं,neutral
क्या यह अछि है ?,positive
"क्या यह "" feel good "" movie है जिसमें sports angle है . हां , काफी कुछ "" host "" की तरह . में अपने बेटों को ले गया इसे दिखाने के लिए . यह really एक family है .",positive
"मैंने Hooseirs कभी नहीं देखी , क्या तुम यह कहोगे कि Blind Side best sports movie में से एक है ?",positive
Michael foster care में था अपनी माँ की drug addiction की वजह से . वह foster homes से भाग जाता है . एक private school का coach उसे high school में recruit कर लेते हैं पर वह academically काफी पीछे लगता है और उसका graduate होना impossible लगता हौ . ye काफी great sports movie है .,neutral
वह foster homes से क्यों भा जाता है ? abuse की वजह से ?,neutral
यह adoptivemother का bond और underprivileged kid की adversity को overcome करने की ability भी दिखता है .,neutral
क्या यह racial harmony के बारे में भी story है,neutral
मुझे लगती है उन foster parents को overhear कर लिया कि वह घर में welcome नहीं है,negative
क्योंकि वह black था ?,negative
वह था और उसके साथ communicate करना भी काफी difficult था .,negative
क्यों वह इतना कड़वा बात किया ?,negative
मुझे लगता हैं कि वह अपने projects से withdraw कर होगा क्यों कि उसके पास drug addicted माँ तो है ... जब वह gym में थी तो उसको white family ने ले लिया है .. उसका friends तो crazy थे उसके लिए .. यक tutor को hired किया उसको high school में help करने को,negative
tho foster mom को क्या motivated हवा उसे यहाँ लेख आने की ? वह black का evolver हैं क्या ?,negative
मुझे लगता हैं कि वह ऐसे कुछ सोचा होगा कि वह काफी wealthy हैं और वह अपने kid को help करेंगे ... वह protective instincts को test करते और उसे job भी मिल जाता और quarterback को protect करता .. ये college team के लिए good enough हैं,positive
अछे हैं यार ... क्या use eventually पे मिलते ?,positive
मुझे लगता हैं कि वह उससे कुछ bothered हुवा और वो अपनी family को कहीं privileges पर ले चली,positive
उसका own family में क्या wrong हैं ?,neutral
वह successfully they और उनके पास ज्यादा money हैं .. michael तो कभी opportunity नहीं मिला .. लेकिन उनकी family member होने के बाद उसे उसका mother को मिले औरसे realized हवा की वह evicted हैं .. वो NCAA को भी बुला क्यों कि वह अपनी family प्यार करता हैं,positive
क्या उसका mom eventually अछे थिए ?,positive
"is movie में , माँ का birth इसमें नहीं देखाये गये .. michael तो college निकला",neutral
हुई . कैसा चल रहा है ?,neutral
Good . तुम कैसे हो ?,positive
में Batman begins read कर रहा हूँ . बहुत अछी movie है .,positive
मैंने भी enjoy की . क्या तुम्हें पता है Alfred का role किसने play किया था ?,positive
Michael Caine ने .,neutral
उसने बहुत अच्छा work किया है .,positive
मैंने Morgan Freeman को भी enjoy किया but वह अपने सब ही works में amazing है .,positive
बिल्कुल सही . मैं भी सोचता हूँ वो great है . वह best Alfred hai . में Morgan Freeman के बारे में भी agree करता हूं .,positive
Critics सोचते हैं कि movie ने Batman के damaged psyche को explore किया हैं.तुम्हे क्या लगता है ?,neutral
मैं भी यही समझता हूँ . जो insight दी है कि वह batman कैसे बना वह आंख खोलने वाली है . देख के बहुत दुःख हुआ कि उसने अपने parents को खो दिया .,negative
इसका stuff तो ऐसे हैं कि कोई person भी अपने life का purpose का question हो सकता हैं .,positive
मैं मानता हूँ . मुझे भी दिखा रहा हूँ कि यह batman अपनी life का crime को fight करने का pursuing करता हैं,neutral
का आप page 2 देख ? मेरा पेज तो blank हैं,neutral
मेरा भी blank हैं,neutral
अच्छा तो क्या हम आपस में message share कर सकते हैं क्या ?,positive
इतना भी sure नहीं है यार ..,positive
कटी holmes का performance के बारे में आपका क्या खयाल हैं ?,neutral
मुझे लगता कि वह love interest में तो बढ़िया appropriate थी और उसका acting तो ठीक ही था,positive
मैं भी मानता हूँ ... वो अपनी emotions अछी तरह hold करती .. लेकिन धोद dull लगी,negative
मेरा second paragraph अभी आया ..,neutral
मेरे पास भी,neutral
मुझे उस swarms का bats कुछ याद नहीं हैं,neutral
"अच्छा , वह well में गिर जाता और बहुत bats ने उसे swarming करता .. वो initially afraid था",negative
जब वह उसका face मैं powder डाला तो उसे सभी दीख जाती .. उस scene में थोड़ा wicked नज़र आता,positive
"मुझे लगता कि वह bats का fear हैं जो use opera में छोड़ देता , जो उसके parents का murdered हवा था",neutral
अच्छा ? में इस part को नहीं देखा .. मुझे बस इतना याद हैं कि वह दरगाया जब वह सभी भूल जाता,positive
वह powder scene तो बड़ी scary हैं .. मुझे यकीन ही नहीं होता कि वह antidote हैं,negative
मैं तो भूल भी गये कि यह movie इतना long हैं और काफी scene changes भी हो चुकी हैं,neutral
"alfred tho is movie का hero हैं , और bruce को constantly save कर रहा था",neutral
मैं यकीन ही नहीं होता कि वह mansion में burnt हो जाता,negative
"Alfred को मैं love करता हूँ , वो तो backbone था",positive
मुझे पता है fire scene horrible था,negative
यह बोहत sad था क्योंकि वह उसके parents का घर था right ?,negative
मुझे ऐसा लगता है . Bad guys bad बनाने के लिए काफी hard work करते हैं . उस effort को कुछ अच्छे के लिए उसे किया जा सकता है काफी ज्यादा success के साथ,neutral
Sgt . Gordon के character के बारे में क्या खयाल है ?,neutral
exactly लेकिन कुछ लोग खुद के personal गेन के लिए evil होना पसंद करेंगे दूसरों की help करने की बजाए,neutral
मुझे भी वो अच्छा लगता है पर मुझे उसके लिए बुरा लगा . लगता है वह Batman में as a के player काफी बार dismiss होता है,negative
मैं agree करता हूँ . वह थोड़ी बहुत ही honest लोगों में से एक था सही काम के लिए,positive
क्या उन्होंने Gotham को आस पास कई cities से cut off करने की कोशिश नहीं की draw bridge को raise कर के ?,neutral
मुझे तो यही लगता है . क्या तुम्हें लगता है हो गया ? किया हमने enough turns submit कर दी हैं ?,neutral
में sure नहीं हूँ .. ऐसा लग रहा है कि यह बहुत समय से ऐसा है पर यह हो नहीं रहा है,negative
मैंने 18 turn तो अपनी side count की है और तुम्हारी side भी इतनी तो होगी .,neutral
चलो इसे एक और exchange देते हैं .,positive
okay sounds good,positive
"I think यह बहुत sad है कि bruce ने Chill को मारने के बारे में सोचा , यह तो उसे भी dark बना देगा ना .",negative
I know ... but मैं glad हूँ कि उसने ऐसा नहीं किया,positive
yes i agree,neutral
"मैं अब इस conversation को finish करना चाहता हूँ , आपके afternoon बढ़िया हो",positive
तुम्हारे भाई ! तुमसे बात करके अच्छा लगा !,positive
है .. क्या हाल चाल हैं ?,neutral
good .. आप ?,positive
में Batman begins pad रहा हूँ .. अछे movie हैं,positive
मैं भी enjoy कर रहा था .. क्या आप को पता हैं कि alfred का role कौन play कर रहा ता ?,positive
Michael caine ने,neutral
वह तो बढ़िया job कर रहा हैं,positive
में Morgan freeman तो enjoy कर रहा हूँ और उसका काम तो amazing हैं .,positive
"हाँ यार , मुझे भी पसंद हैं .. वो बढ़िया alfred हैं .. मुझे morgan freeman भी पसंद हैं .",positive
"The critics का movie जो batman को psyche से damage किया था न , तो उसके बारे में आपको क्या सोचे ?",neutral
मुझे भी इसके बारे में कुछ कहना था .. वो insight जो उसने provide किया था कि कैसे batman अपने eyeopening बनें .. उसका parents ऐसे उसे छोड़ दे समय तो मुझे उसके लिए बुरा लगा,negative
इस तरह का stuff एक person को उसके life purpose question करने को मजबूर कर देता है,positive
I agree . मैं समझ सकता हूँ क्यों इसकी वजह से Batman crime fighting में life pursue करने लग गया .,neutral
क्या तुम page 2 देख सकते हो ? मेरा पेज blank है .,neutral
मेरा भी blank है,neutral
Okay तो मैं सोच रहा हूँ हम किस बारे में messages exchange करना है ?,positive
Lol ज्यादा sure नहीं हूँ,positive
कटी Holmes की performance के बारे में तुम क्या सोचते हो ?,neutral
"मुझे लगता है वह एक अच्छा love interest है , लेकिन उसकी acting just okay है",positive
I agree . लगता है वह अपने emotions hold back करती है . बोहत dull .,negative
मेरा second paragraph अभी आया,neutral
मैं भी,neutral
मुझे swarm of bats का part कुछ याद नहीं,neutral
"अच्छा , तो वह well मैं fell हवा तो tons of bats नहीं swarming की .. वो initially afraid था",negative
जब उसने powder उसका face में डाला तो उसे सब देखी दिया .. वह pretty wicked हैं,positive
मुझे तो उस बात का fear समाज हैं और उसे वह ही छोड़ आए जहां opera का parents murdered हुवे थे,neutral
अच्छा ? तो मैं इस part को नहीं देखा .. मुझे बस उसका scared ही याद हैं और उसका play कुछ याद नहीं,positive
powder scene तो बड़ी scary हैं .. मुझे यकीन ही नहीं कि उनके पास antidote हैं,negative
"मुझे उस movie का long है forget हवा , काफ़ी सारा scenes होंगे और events भी change",neutral
alfred तो ऐसे hero हैं जो constantly bruce को save करता,neutral
मुझे यकीन ही नहीं होता कि उसका mansion flames में burnt हवा,negative
"Alfred से love करो , वही backbone है .",positive
मुझे पता है कि fire scene horrible था .,negative
"वह सच में sad घटना थी क्योंकि वह उसके parents का घर था , है ना ?",negative
मुझे ऐसा ही लगता है . ये bad guys बाद दिखाने के लिए कितना work hard करते हैं . उस effort को कुछ अच्छे काम के लिए लगा सकते हैं जिस से और ज्यादा success मिली .,neutral
आप sought . Gordon के character के बारे में क्या सोचते हैं ?,neutral
बिलकुल . कुछ लोग अपनी personal गेन के लिए बुरे बांटे हैं पर दूसरों का help करना नहीं चाहते .,neutral
मैं use like करता हूँ पर उसके लिये बाद feel करता हूँ . वह बात्मा में के player हैं मगर बार बार dismiss होता है .,negative
"हाँ , मैं agree करता हूँ . कुछ honest लोगों में right reasons के लिए वह भी एक था .",positive
क्या उन्होंने Draw bridge को raise करके Gotham को surrounding cities से अलग नहीं कर दिया ?,neutral
मुझे भी ऐसा ही लगता है . क्या हम कर चुके हैं ? क्या हमें काफी turns submit कर दिया ?,neutral
"मुझे नहीं लगता , लगता है थोड़ी देर हो गई but यह cut नहीं हो रहा है",negative
"मैंने मेरे 18 turns जीन है , आपके पास कम से कम उतने होनी चाहिए .",neutral
एक और exchange देते हैं इसे .,positive
"okay , सही लग रहा है .",positive
मुझे लगता है कि यह बहुत sad है कि Bruce ने Chill को मारने का सोचा . या use dark बना देते .,negative
"मुझे पता है , पर मैं खुश हूँ कि वह जीते .",positive
"हाँ , मैं सहमत हूँ .",neutral
मैं अब conversation को खत्म करने जा रहा हूँ . Good afternoon .,positive
आपको भी ! आपसे बात करके अच्छा लगा .,positive
क्या आपको superhero movies पसंद हैं ?,neutral
Love them क्या आपको dc और marvel अधिक पसंद है ?,positive
Marvel मेरा jam है ! लेकिन Avengers बहुत अछे हैं .,positive
क्या आप Infinity wars के बारे में excited हैं ?,positive
"Absolutely ! अगर यह पहले की तरह कुछ भी है , यह बहुत अच्छा होगा . इसके अलावा मुझे नहीं लगता कि joss व्हेडन कोई भी गलत काम कर सकता है .",positive
"में भी उन्होंने Avengers के साथ इतना अच्छा काम किया . यदि वह विफल हो गया था , तो कोई रास्ता नहीं है कि वे माया में infinite wars जारी करेंगे",neutral
"हां केवल एक चीज जो मैंने नहीं सोचा था कि काम करेगी , Robert जोर एक teem का हिस्सा होगा . वह एक अकेला भेड़िया प्रकार अधिक प्रतीत होता है .",positive
वह pack का नेता है मुझे नहीं लगता कि Avengers उतना लोकप्रिय होगा जितना कि वह teem का नेता नहीं था,positive
यह सच भी है,positive
पहले Avengers में से आपके पसंदीदा सदस्य कौन हैं ?,positive
तोड़ lol . मुझे हमेशा से यह character पसंद था सो मैं बहुत excited था उसे movie में देखने के लिए .,positive
WBU ?,neutral
तोड़ कोई third movie के बाद i love him more . मेरे favourite captain america है . वो मुझे बहुत interesting character लगा .,positive
तुम्हें कौनसा member पसंद नहीं है ?,neutral
Black widow . उसको character ज्यादा pop नई किया for some reason .,negative
Same here . मुझे ऐसा लगा जैसे उसके बिना भी they could've done it . तुम्हे लगता उसे खुद की movie मिलेगी ?,positive
शायद . इससे उसका character build होगा और वह इनता flat नहीं लगेगी .,neutral
marvel movies flop नहीं होती but i feel as उसके movie flop होगी .,neutral
तुम्हें लौकी के बारे में कैसा लगा ?,neutral
मुझे उसका character पसंद है . और मैंने अपने dog का name वही रखा है lol .,positive
मुझे यह अच्छा लगा . काश इसके ऊपर एक movie बनी .,positive
क्या यह तुम्हें weird लगता हौ कि Avengers की इतनी high critic rating है ? ज्यादातर critics को superhero movies पसंद नहीं,neutral
"मैं इसी को देख रहा था . मुझे भी यह weird लगे , lol . इसमें काफी बड़े actors हौं तो शायद वह इनके fans हूँ lol",positive
तुम्हें हौके के बार में कैसा feel होता है ?,neutral
hello ?,neutral
still there ?,neutral
hello .. tho rotten tomatoes का score तो अछे हैं इस movie को,positive
"हां , यह dramatic film हैं",positive
"guillermo del टोरो ने अछे movies को direct किया , आपका क्या खयाल हैं ?",positive
यह यक ऐसी movie जो मैंने देखा लेकिन थोड़ा unusual love story हैं,positive
sally hawkins तो काफी कुछ किये बिना बोले,positive
वह अछे job portraying किया mute cleaner की तरह इस film में . लेकिन love story tho sad हैं,positive
"हाँ , love tho basically forbidden हुवा . अगर में देखा होता तो जरूर drama कहते",positive
"हाँ यार , मुझे भी amphibian के लिए बुरा लगा , जो government laboratory के लिए काम कर रही थी",negative
"हां , कुछ horrible feel हुवा . मुएज उस animals को याद आया",negative
"atleast , ये जो animal हैं , जो कोई पसंद करेगा",positive
तुम्हें नहीं कि Elisa का childhood definitely sad था ?,negative
"हाँ , very much.main imagine भी नहीं कर सकती कि अगर कोई मुझे इतना abuse कर सकता है",positive
यह इतना lonely life लगता है .,neutral
और यह old days में था - जब उसकी closet neighbor ने उसके true identity को hide किया था,positive
हां . जो stress से वह गुजरे वह इंसानी है . मुझे लगता है कि सारे actors और actresses ने fantastic job किया है audience और viewers को feel करवाया जो हो रहा है .,negative
हां . movie extremely well directed है और Sally Hawkins ने अपनी role में बढ़िया job किया है .,positive
imagine करो कि तुमस position में हो और उस creature को bathtub में रख कर .,neutral
जो part में उस creature को release किया वह pretty crazy है,negative
"हां , वह मुझे really seat के edge में रखा .",positive
बहुत interesting है कि कैसे उस creature के पास mysterious healing powers the,positive
"यह बहुत अच्छा है , मुझे लगता है कि मोइव drama और fantasy का balance है",positive
अच्छा मोइव का romantic हिस्सा bathtub था वह काफी अलग,neutral
वह में थोड़ा सा चंटित हूँ मुझे लगता वह मरने जा रहा है,positive
"जबकि अंत काफी crazy था , तुम जानते हो वह shootout हु",negative
"है मैं अंत में रोने लगी , क्या तुम इससे affect हुए",neutral
यह सब दुख वह खुशी का समय है,positive
"यह मुझे यह बहुत पसंद है , यह हमारी सारी emotion यक समय में ले आता है",positive
इसमें बहुत कुछ action था,neutral
मैं सहमत हूँ सारे rough part मुझे मेरी dames से बाहर ले आये,neutral
"है overall definitely या यक मजेदार मोइव है , देखने लायक मोइव है",positive
हां . में जरूर इसको फिर से देखता हुईं . वह absorb होने के लिए बहुत है .,neutral
हुआ यह movie है जो आप बहुत बार देश सकते हो .,neutral
कैसे हैं,neutral
कैसे हैं ... हम ZOOTOPIA के बारे में बात करते हैं,neutral
AAP देखे हैं क्या ?,neutral
हाँ मैं देखा हूँ,neutral
AAP भी,neutral
यह COMEDY हैं,neutral
NOPE,neutral
आप मुझे यह बात बोलना चाहिए था ... LOL,positive
RATING अच्छा हैं क्या ?,positive
मैं जानता हूँ,positive
"हां , ratings decent हैं .",positive
यह कब आये ?,neutral
"मुझे Jason बेटमैन पसंद है in comedies , so यह वाली अछि होगी .",positive
2016,neutral
मुझे भी inner Goodwin पसंद है,neutral
तुझे लगे की movie का plot interesting है ?,positive
plot is,neutral
ठीक है . Sounds good,positive
Critics क्या बोल रहे हैं इसके बारे में ?,neutral
"मैं देख रहा हूँ , but कुछ दिखा नहीं .",neutral
oh वहाँ है वह,neutral
muzedar smart और thought provoking,positive
बहुत मुजेदार और बहुत पसंद आने वाली holiday treat,positive
पिछली species stereotypes देखो,negative
तो बहुत सी critic's agree करते हैं कि यह good movie है ?,positive
ऐसा लगता है,neutral
younger people को entertained रखने के लिए काफी तेज और मुजेदार है,positive
मैं characters कौन सी है ?,positive
मुझे पता है कि मैंने देखा है लेकिन फिर भी वह questions पूछनी है :),positive
"काहिर , जो documents को मैं देख रहा हूँ मुझे blanked out हो गया है",neutral
काश मैं बता सकता .,neutral
"ओह नहीं :( अच्छा , मैं बता सकता हूं .",negative
haha,positive
ok,positive
"यह एक bunny और एक wolf है , अगर मुझे सही से याद है तो .",neutral
"कोई नहीं , मैंने सोंचा ऎसे देखने में मजा आएगा , खासकर young nieces को .",positive
है यार,neutral
आप हैं ?,neutral
? ? ?,neutral
"hello , मैं यहाँ हूँ , मेरे internet थोड़ा slow हैं यार , sorry यार",negative
"है , Movie में तुम्हारा favourite scene कौन सा था ?",neutral
Yes,neutral
"Hello , मैंने just film को देखा . तुम्हें लगता है कि यह Hilarious है ? जिम Carrey बहुत funny है .",positive
Hello,neutral
हुई . हैं जिस movie के बारे में बात करेंगे वह है Bruce Almighty . यह एक comedy है starring जिम Carrey और Morgan Freeman,neutral
क्या तुमने पहले यह movie देखी है ? मैंने ये तब देखी थी जब यह पहले आई थी,positive
हां देखी है . काफी funny है . carry काफी hilarious है और I love Morgan Freeman .,positive
"हाँ , उन दिनों में जिम Carrey ज्यादा hilarious ता . Morgan Freeman मेरे लिए हमेशा sound of "" God "" रहेगा",positive
क्या तुम इस movie को दोबारा देखोगे ?,neutral
"Honestly , मैं Freeman की voice को पसंद करता हूँ . Jeniffer Anniston भी काफी अछी थी . पर मैं उसके character के लिए sorry feel करता हूं .",positive
"Yes , Bruce Almighty मेरे go-to movies में से एक है .",neutral
इस movie का cinemascore आई है . में बिल्कुल भी surprises नहीं हूं ये हर कर के . सभी actors ने fabulous काम किया .,positive
हाँ मैं उसके character के लिए sorry feel करता हूँ पर उसका character काफी ज्यादा उसके Friends days से मिलता जुलता है .,negative
I don't think में वो movie फिर से देखूंगा,neutral
"Yes , I agree उसका character बोहोत कुछ friends style वाला role था",positive
Oh ? ? Why not ? तुम्हें comedies पसंद नहीं ?,neutral
"Rotten Tomatoes में उसका rotten score ही था , so I think i am swayed by that .",neutral
Oh लेकिन CinemaScore A है उसका .,neutral
Comedies बहुत क्लिच लगती हैं और ऐसी कोई भी नहीं दिखती that I have favored in awhile .,positive
Well मुझे लगता है सारे actors ने fabulous काम किया and the three main actors are all very good actors .,positive
Morgan Freeman अपनी सारी roles में बढ़िया है .,positive
"However , मैं जिम Carrey के बारे में ऐसा नहीं बोल सकता क्यूंकि है has had a downward spiral these years",neutral
Totally agree ! ! Morgan Freeman तो bomb है .,neutral
अरे जिम करे ने तो कही बार bombed किया .. लेकिन उसे movie में नहीं नज़र आया / .,positive
मुझे लगता हैं कि मुझे end को फिर देखना चाहिए,neutral
मुझे तो उसका new powers का usage बहुत पसंद आया जैसे उसने उस miraculous events को occur किया,neutral
मुझे पसंद नहीं हैं यार कैसे वो embarrasses हवा अपने coworker के साथ .. और evan का character तो बकवास हैं .,neutral
"lol , सच हैं . इसी और crazier बन जाता इस situation को",positive
