en,hinglish,label,hinglish_clean,label_encoded
befriends,हम दोस्तें है,neutral,हम दोस्तें है,1
Oh the old boy and his dog story but with a dragon huh ? That sounds pretty interesting . Was it received pretty well ?,"अच्छा तो old boy और उसका dog का story या उसका dragon का ? ये तो बड़ी interesting हैं , क्या यह pretty हैं क्या ?",positive,अच्छा तो old boy और उसका dog का story या उसका dragon का ये तो बड़ी interesting हैं क्या यह pretty हैं क्या,2
"The movie is a bit unique as it uses 3D animation , its a coming of age comedy , the same producers of Lilo and Stitch created it .",is movie tho 3D animation का हैं और वह unique से है . ये age comedy का और same producers यानी लीलो और stitch का created है,positive,is movie tho d animation का हैं और वह unique से है ये age comedy का और same producers यानी लीलो और stitch का created है,2
"It seemed to do ok it got a 98 % on rotten tomatoes , but an A in Cinema score",अच्छा तो 98 % Rotten tomatoes नेह दिया था लेकिन यह तो आ निकला,positive,अच्छा तो rotten tomatoes नेह दिया था लेकिन यह तो आ निकला,2
I see ! That sounds pretty good then . You said it was animated but do you know who provides the voices ?,अच्छा ! तो यह काफी अच्छा रहेगा . आप animated बोले लेकिन कौन उसका voice दिया ?,positive,अच्छा तो यह काफी अच्छा रहेगा आप animated बोले लेकिन कौन उसका voice दिया,2
"Actually some well known names come to mind , like hiccup is played by Jay Baruchel . And Gerard Butler as the chief Viking , America Ferrera plays a friend of Hiccup . Hiccup is the main character of course .",actually कुछ जान पहचान का नाम मेरे mind में आ रहा है यानी hiccup का role तो जे baruchel ने किया और gerard butler का role chief viking और america ferrere का role तो hiccup का friend ने किया actually Hiccup तो मेन character हैं,neutral,actually कुछ जान पहचान का नाम मेरे mind में आ रहा है यानी hiccup का role तो जे baruchel ने किया और gerard butler का role chief viking और america ferrere का role तो hiccup का friend ने किया actually hiccup तो मेन character हैं,1
That's really cool . I'm sure they do a great job . I really like animated movies so I might have to check that one out sometime .,oh तो अच्छा रहेगा . मुझे animated movies देखना पसंद हैं मैं कुछ movies ऐसा देखा हूँ,positive,oh तो अच्छा रहेगा मुझे animated movies देखना पसंद हैं मैं कुछ movies ऐसा देखा हूँ,2
I have actually seen it and I would recommend it,मैं तो देख चुका हूँ और मैं इस movie को recommend करूँगा,neutral,मैं तो देख चुका हूँ और मैं इस movie को recommend करूँगा,1
You mentioned that he befriends a dragon . Can you tell me anything more about that ?,"जैसे आप कहीं वैसे उसका friend है dragon हैं , क्या और कुछ उसका बारे में आप बता सकते हो ?",positive,जैसे आप कहीं वैसे उसका friend है dragon हैं क्या और कुछ उसका बारे में आप बता सकते हो,2
"Sure , the Dragons name is Night fury . And the movie doesn't have much of a storyline , but it has battles between tamed and evil ones .","ज़रूर , Dragon का नाम हैं Night fury , और उस movie में काफी storyline नहीं हैं लेकिन उसका tamed और evil one का battles चल रहा हैं .",negative,ज़रूर dragon का नाम हैं night fury और उस movie में काफी storyline नहीं हैं लेकिन उसका tamed और evil one का battles चल रहा हैं,0
Do youlike dragons ?,क्या तुम्हें dragons पसंद है ?,neutral,क्या तुम्हें dragons पसंद है,1
"I see , that sounds pretty interesting though . I do ! Dragons are usually the bad guys in a film so it might be cool to get a film with a good one","I see , काफी interesting sound करता है . मुझे पसंद है . Dragons usually bad guys रहतें हैं movies में तो किसी film अगर वह अच्छी है तो काफी cool बहत है",positive,i see काफी interesting sound करता है मुझे पसंद है dragons usually bad guys रहतें हैं movies में तो किसी film अगर वह अच्छी है तो काफी cool बहत है,2
And vikings as well . It sounds like a very unique setting .,और vikings भी हैं . काफी unique setting है,positive,और vikings भी हैं काफी unique setting है,2
"YES , The isle of Berk is their village , and they are afraid of the dragons because they steal their livestock , so when they come upon the dragons they usually kill them .","हाँ , isle of Berk उनका village हैं और वह dragons से डरते हैं क्युकी वो उनके livestock चुरा लेते हैं , तो जब वो आती है usually उनको मार देते हैं .",negative,हाँ isle of berk उनका village हैं और वह dragons से डरते हैं क्युकी वो उनके livestock चुरा लेते हैं तो जब वो आती है usually उनको मार देते हैं,0
Oh no ! But I guess Hiccup finds out that not all dragons are bad in the end ?,Oh नहीं ! But I guess Hiccup को पता चलेगा सब dragons बुरी नहीं होती .,negative,oh नहीं but i guess hiccup को पता चलेगा सब dragons बुरी नहीं होती,0
"See Hiccup is scrawny and cant fight because he is scrawny , so he makes things , apparatuses if you will .","See Hiccup बहुत scrawny है और इसलिए fight नहीं कर सकता , तो वह चीजें बनाते हैं , apparatus बोल सकते हो",neutral,see hiccup बहुत scrawny है और इसलिए fight नहीं कर सकता तो वह चीजें बनाते हैं apparatus बोल सकते हो,1
but he isnt very good at it,but वह बहुत अच्छा नहीं है इसमें,positive,but वह बहुत अच्छा नहीं है इसमें,2
"I see , an awkward kid makes a friend of a dragon huh ? That does sound very interesting .","I see , एक awkward kid dragon को दोस्त बना लेते हैं . सही में interesting sound करता है",positive,i see एक awkward kid dragon को दोस्त बना लेते हैं सही में interesting sound करता है,2
I usually like animated films that have a good main character so this might be right up my alley .,"मुझे usually animated movies जिसमें अच्छा मैं character हो पसंद आती है , तो बिलकुल मेरे type की movie है",positive,मुझे usually animated movies जिसमें अच्छा मैं character हो पसंद आती है तो बिलकुल मेरे type की movie है,2
"SO during one of those attacks Hiccup shoots at a dragon , and believes he has shot it down . Finds it later , not dead , but damaged . Helpes the dragon fly again then finds out that thedragonsare being Bullied by a bigger one .",तो ऐसे ही attacks की दुहराना Hiccup एक dragon को shoot करता है और मानता है कि उसने मार दिया . बाद में पता चलता है कि मार नहीं but damage किया है . वह उस dragon को वापस उड़ाने में help करता है और पता लगता है कि सभी dragons को एक बड़े dragon bully कर रहा है .,positive,तो ऐसे ही attacks की दुहराना hiccup एक dragon को shoot करता है और मानता है कि उसने मार दिया बाद में पता चलता है कि मार नहीं but damage किया है वह उस dragon को वापस उड़ाने में help करता है और पता लगता है कि सभी dragons को एक बड़े dragon bully कर रहा है,2
I see ! I bet he works together with his new dragon friend to help them out then .,"I see ! मैं शर्त लगाता हूँ , कि वह अपने नए ग्रागों mitra को मदद करने के लिए , मिलकर काम करेंगे .",positive,i see मैं शर्त लगाता हूँ कि वह अपने नए ग्रागों mitra को मदद करने के लिए मिलकर काम करेंगे,2
So Hiccup and his friends decide they are going to help out Hiccups friendly Dragon and they all learn how to train awkward dragons and go off to fight the biggest Dragon which they call Red Death .,"इसलिए Hiccup और उसके friends ने decide किया कि वह biggest Dragon की जिसको Red Death कहा जाता है उनसे लड़ाई के लिए , वह Hiccups friendly Dragon को मदद करेंगे और वो लोग सीखेंगे कि awkward dragons को कैसे train किया जाए .",neutral,इसलिए hiccup और उसके friends ने decide किया कि वह biggest dragon की जिसको red death कहा जाता है उनसे लड़ाई के लिए वह hiccups friendly dragon को मदद करेंगे और वो लोग सीखेंगे कि awkward dragons को कैसे train किया जाए,1
That does sound cool !,वह cool सुनाई पड़ता है !,positive,वह cool सुनाई पड़ता है,2
And it looks like we're done,और वह पूरा किया दिख रहा है,neutral,और वह पूरा किया दिख रहा है,1
It's been nice talking with you !,आपके साथ bath करना अच्छा लगा,positive,आपके साथ bath करना अच्छा लगा,2
Have a good day .,आपका दिन शुभ रहे,positive,आपका दिन शुभ रहे,2
hello,Hello,neutral,hello,1
I know a movie you may like,मुझे एक movie पता है जो तुझे पसंद आयेगी,neutral,मुझे एक movie पता है जो तुझे पसंद आयेगी,1
What's the movie about ?,Movie किस बारे में है ?,neutral,movie किस बारे में है,1
It's actually sort of a musical,यह असल में musical सी movie है,neutral,यह असल में musical सी movie है,1
That's great ! I love musicals . Are there any big name actors in the movie ?,बहुत बढ़िया ! मुझे music वाली अछि लगती है . किया इस movie में कोई बड़े actors के नाम भी है ?,positive,बहुत बढ़िया मुझे music वाली अछि लगती है किया इस movie में कोई बड़े actors के नाम भी है,2
Ryan Gosling,Ryan Gosling,neutral,ryan gosling,1
Nice ! It looks like the movie has pretty great ratings on Rotten Tomatoes and other review sites,बढ़िया ! लगता है कि Movie की बात अछि ratings है Rotten Tomatoes और दूसरी review sites पे .,positive,बढ़िया लगता है कि movie की बात अछि ratings है rotten tomatoes और दूसरी review sites पे,2
It also has Emma Stone,इस में Emma Stone भी है,neutral,इस में emma stone भी है,1
Do you think you would like the movie ?,तुम्हें लगत है कि तुम्हें movie पसंद आयेगी,neutral,तुम्हें लगत है कि तुम्हें movie पसंद आयेगी,1
I would love it .,मुझे बहुत अछी लगेगी .,positive,मुझे बहुत अछी लगेगी,2
I think I would love it as well,मुझे लगता है मुझे भी बात अछि लगेगी,positive,मुझे लगता है मुझे भी बात अछि लगेगी,2
The critics love it .,Critics इसी बहुत पसंद करते हैं .,positive,critics इसी बहुत पसंद करते हैं,2
do you like dancing in movies ?,के तुम्हें dancing वाली movies पसंद है ?,neutral,के तुम्हें dancing वाली movies पसंद है,1
I do !,हाँ मुझे पसंद है .,neutral,हाँ मुझे पसंद है,1
What do you think of the two key scenes ? Which one sounds more interesting to you ?,तुम दो में scenes के बारे क्या सोचते हो ? तुम्हें कौनसा ज्यादा interesting लगता है ?,positive,तुम दो में scenes के बारे क्या सोचते हो तुम्हें कौनसा ज्यादा interesting लगता है,2
I would like the first one just to see someone playing music soulfully,मैं पहले वाले देखना पसंद करूँगा just किसी को music soulfully बजाते देखने के लिए,positive,मैं पहले वाले देखना पसंद करूँगा just किसी को music soulfully बजाते देखने के लिए,2
I agree . I think that scene sounds interesting,I agree . मेरे विचार से scene interesting sound करता है,positive,i agree मेरे विचार से scene interesting sound करता है,2
I just saw it has John Legend in it,मैंने just देखा कि इसमें John Legend हैं,neutral,मैंने just देखा कि इसमें john legend हैं,1
"Isn't he , like , a legend or something ?",क्या वह कोई legend जैसा कुछ नहीं है ?,neutral,क्या वह कोई legend जैसा कुछ नहीं है,1
Haha I think so !,Haha I think so !,positive,haha i think so,2
"I think the new scene , where Mia decides to write a one-woman play sounds cool",मुझे लगता है कोई new scene जहां मैं decide करती है one-woman play लिखने का that sounds cool,positive,मुझे लगता है कोई new scene जहां मैं decide करती है onewoman play लिखने का that sounds cool,2
It's in LA .,वह LA में है .,neutral,वह la में है,1
I do like the setting,मुझे setting अच्छी लगी,neutral,मुझे setting अच्छी लगी,1
She does sound like a cool character,वह cool character sound करती है,positive,वह cool character sound करती है,2
I'm more of a New York person myself,मैं खुद भी काफी कुछ New York person हूँ,positive,मैं खुद भी काफी कुछ new york person हूँ,2
They both sound interesting . New York is a great place as well !,दोनों ही interesting lag rage . new york भी काफी अच्छी जगह है,positive,दोनों ही interesting lag rage new york भी काफी अच्छी जगह है,2
LA is so flat isn't it ?,"LA काफी flat है , हैं ?",neutral,la काफी flat है हैं,1
And all that nasty stuff in the news about Hollywood,वह सब खराब बातें जो news में आती है Hollywood के बारे में,negative,वह सब खराब बातें जो news में आती है hollywood के बारे में,0
"Yeah , it is . And expensive !","ha , है वो . और expensive भी .",negative,ha है वो और expensive भी,0
The warm climate is appealing though,गर्म मौसम काफी appealing है,positive,गर्म मौसम काफी appealing है,2
Do you like jazz ?,तुम्हें jazz पसंद है ?,neutral,तुम्हें jazz पसंद है,1
"I can appreciate jazz , but it's not one of my favorite genres . Do you ?","मैं सुन सकता हूँ , पर favourite genre नहीं है . तुमको ?",positive,मैं सुन सकता हूँ पर favourite genre नहीं है तुमको,2
not my favorite either,मेरे भी favourite नहीं,positive,मेरे भी favourite नहीं,2
I prefer more forethought and craftsmanship in my music,मुझे forethought और craftsmanship ज्यादा पसंद,positive,मुझे forethought और craftsmanship ज्यादा पसंद,2
improv doesn't suit me,improve मुझपर जमता नहीं,neutral,improve मुझपर जमता नहीं,1
I agree with that . I do appreciate that a contemporary movie is bringing jazz into it . Jazz isn't usually found in mainstream movies,मैं इसी से agree करता हुईं . मैं appreciate करता हुईं कि एक contemporary film में jazz लाया जा रहा है . Jazz जयादातर में stream वाली movies में नहीं मिलता .,neutral,मैं इसी से agree करता हुईं मैं appreciate करता हुईं कि एक contemporary film में jazz लाया जा रहा है jazz जयादातर में stream वाली movies में नहीं मिलता,1
gotta go . peace .,मुझे जाना है . peace .,neutral,मुझे जाना है peace,1
Hi,नमस्ते,neutral,नमस्ते,1
"Hi there , what were you opinions ?","हाय , क्या रहे थे ?",neutral,हाय क्या रहे थे,1
I have one great movie to recommend,मेरे पास सिफारिश करने के लिए एक बेहतरीन film है,positive,मेरे पास सिफारिश करने के लिए एक बेहतरीन film है,2
"Lay it on me , buddy",मुझ पर ऐसे रखो दोस्त,neutral,मुझ पर ऐसे रखो दोस्त,1
Did you watch The Great Gatsby,क्या आपने The Great Gatsby देखा,positive,क्या आपने the great gatsby देखा,2
"The adaptation starring Leonardo DiCaprio ? I did indeed , it was enrapturing !",Leonardo DiCaprio abhineet anukoolan मैंने वास्तव में किया था,neutral,leonardo dicaprio abhineet anukoolan मैंने वास्तव में किया था,1
It is based on novel from 1925,यह 1925 के उपन्यास पर आधारित है,neutral,यह के उपन्यास पर आधारित है,1
Leonardo did some stunning acting,liyonaardo ने कुछ शानदार abhinay किया,positive,liyonaardo ने कुछ शानदार abhinay किया,2
"Written by F Scott Fitzgerald ? Indeed , truly the great American novel","F Scott Fitzgerald द्वारा लिखित ? वास्तव में , वास्तव में महान अमेरिकी upanyaas",positive,f scott fitzgerald द्वारा लिखित वास्तव में वास्तव में महान अमेरिकी upanyaas,2
I think this movie was the best in 2013,I think कि यह 2013 की best movie है,positive,i think कि यह की best movie है,2
great production and the vintage costumes were magnificent,Great production और vintage costume शानदार the,positive,great production और vintage costume शानदार the,2
"Without a doubt in my mind , Tobey Maguire as Nick Carraway was a casting masterstroke in my mind",मेरे mind में बेशक tobey maguire as nick कार्रवाई masterstroke था,neutral,मेरे mind में बेशक tobey maguire as nick कार्रवाई masterstroke था,1
The costume design definitely invoked the nouveau riche ideals which were central themes in the source material,इसमें जो central theme थी वह nouveau रिची ideals से invoked costume design थी,neutral,इसमें जो central theme थी वह nouveau रिची ideals से invoked costume design थी,1
this movie entered the Classics,यह movie classic में enter कर गये,neutral,यह movie classic में enter कर गये,1
"Not only that , but Baz Lurhmann's direction was a magnificent sight to behold",यही नहीं बज lurhmann की शानदार direction ने भी रोके रखा,positive,यही नहीं बज lurhmann की शानदार direction ने भी रोके रखा,2
Baz Luhrmann put a lot of drama and tension moments and combine it with romance,बाज luhrmann ने खूब drama tension और romance किया,neutral,बाज luhrmann ने खूब drama tension और romance किया,1
"Indeed , I also seem to remember the film picking up a wide amount of critical acclaim , and several award nominations for the efforts behind it",मैं सोचता हूं कि इस movie को बहुत critical acclaim और award nomination मिलेंगे,negative,मैं सोचता हूं कि इस movie को बहुत critical acclaim और award nomination मिलेंगे,0
yes it was very strange that R . T gave only 48 % rating,यह बहुत ही strange है कि रा . टी . ने सिफर 48 % है rating दी,neutral,यह बहुत ही strange है कि रा टी ने सिफर है rating दी,1
"Perhaps , but I also seem to remember some of the more positive responses to the film , responses more in line with my own .",शायद पर मैं सोचता हूं कि इस movie को और positive मिलने चाहिए मेरे हिसाब से,positive,शायद पर मैं सोचता हूं कि इस movie को और positive मिलने चाहिए मेरे हिसाब से,2
And the budget was 190 mil . $,BUDGET THO 190MILLION $ था,neutral,budget tho million था,1
"I can definitely see where the money was placed , and for me it was all money well spent , as Baz Lurhmann seemed to have such a clear idea of the kind of film he wanted to craft .","मैं US MONEY के लिए तो ज़रूर देखूँगा , और मेरे लिए तो US MONEY जो हम SPENT करते , बस लुढ़मन THO CLEAR IDEA है इस तरह का FILM CRAFT करने पे",positive,मैं us money के लिए तो ज़रूर देखूँगा और मेरे लिए तो us money जो हम spent करते बस लुढ़मन tho clear idea है इस तरह का film craft करने पे,2
Emily Foreman as Pammy did very good job i li ke it very much,"EMILY FOREMAN - पम्मी की ROLE अछे किये हैं , मुझे पसंद हैं",positive,emily foreman पम्मी की role अछे किये हैं मुझे पसंद हैं,2
"Absolutely , another character that Fitzgerald managed to make leap of the page , doing much the same in the film version .","ABSOLUTELY , दूसरा CHARACTER FITZGERALD THO MANAGE कर रहे थे US LEAP OF THE PAGE को बनाने MEI , FILM VERSION THO SAME ही होता",positive,absolutely दूसरा character fitzgerald tho manage कर रहे थे us leap of the page को बनाने mei film version tho same ही होता,2
"Did you liked the car , the white limousine","AAP को कार पसंद हैं , THE WHITE LIMOUSINE",positive,aap को कार पसंद हैं the white limousine,2
"Absolutely , a style icon of the 1920s brought to life with startling vivacity , just one of the many set dressings that this film got entirely correct .","ABSOLUTELY , 1920S का STYLE ICON हैं जो सारे LIFE में यक STARLING VIVACITY ले आया , बस IS FILM में सारी SET DRESSINGS CORRECT हुवे हैं",neutral,absolutely s का style icon हैं जो सारे life में यक starling vivacity ले आया बस is film में सारी set dressings correct हुवे हैं,1
It was filmed in Australia,यह AUSTRALIA में FILMED किये हैं,neutral,यह australia में filmed किये हैं,1
Production started 2011,PRODUCTION 2011 में START हुवे हैं,neutral,production में start हुवे हैं,1
"I think 2 years was time well spent to craft such a rich and vivid film , absolutely awe-inspiring !","मुझे लगता कि 2 साल से CRAFT बना रहा है जो RICH और VIVID FILM हैं , ABSOLUTELY INSPIRING हैं यार",positive,मुझे लगता कि साल से craft बना रहा है जो rich और vivid film हैं absolutely inspiring हैं यार,2
yes indeed,हाँ यार,neutral,हाँ यार,1
"and a lot of champagne , and classy moves","कहीं champagne हैं इस में . , बढ़िया classy moves",neutral,कहीं champagne हैं इस में बढ़िया classy moves,1
Did you left ?,आप हैं ?,neutral,आप हैं,1
"No , still here , just contemplating the character of Gatsby","नहीं , gat का कुछ character को contemplating किया हैं",neutral,नहीं gat का कुछ character को contemplating किया हैं,1
"New York in that time was amazing city , full with class","उस time पे तो network बढ़िया city हैं , full with class",positive,उस time पे तो network बढ़िया city हैं full with class,2
"Indeed , but perhaps Gatsby himself reminds us that shallow shows of wealth are no compensation for human misery","indeed , लेकिन perhaps gat तो हम reminds करते कि wealth का showoff इतना shallow हैं जो कभी human misery का कोई compensation नहीं करता",negative,indeed लेकिन perhaps gat तो हम reminds करते कि wealth का showoff इतना shallow हैं जो कभी human misery का कोई compensation नहीं करता,0
Its interesting how such a richly written character can also work as an allegory in that way,"interesting हैं , लेकिन यह थोड़ा richly character को लिखा हैं जो allegory से काम करते इस तरह",positive,interesting हैं लेकिन यह थोड़ा richly character को लिखा हैं जो allegory से काम करते इस तरह,2
"I think finish button is open , we can now finish the conversation . Bye","मुझे लगता finish button तो open हैं , अब मैं conversation finish करता , bye",neutral,मुझे लगता finish button तो open हैं अब मैं conversation finish करता bye,1
"Hey , how are you ?","है , कैसे हो ?",neutral,है कैसे हो,1
Do you like Monsters University ?,आपको monsters university पसंद हैं ?,neutral,आपको monsters university पसंद हैं,1
"I do , I thought Billy did a good job as Mike","मुझे भी , मुझे लगा बिल्ली ने mike का अच्छा job किया",positive,मुझे भी मुझे लगा बिल्ली ने mike का अच्छा job किया,2
Yeah Billy Crystal is great . Who is your favorite character ?,"हां , billy crystal tho great हैं , तो आपका favorite character कौन हैं ?",positive,हां billy crystal tho great हैं तो आपका favorite character कौन हैं,2
"Mike was . Monster U is cute and funny and the animation , though not exactly inspired , has a lot of color .","mike यार ... monster you tho cute और funny animation हैं , लेकिन इतना भी inspired नहीं हैं , उनमें कहीं सारा color तो हैं",positive,mike यार monster you tho cute और funny animation हैं लेकिन इतना भी inspired नहीं हैं उनमें कहीं सारा color तो हैं,2
I really liked all the comedy in it . And the music,मुझे उस movie का comedy बहुत पसंद हैं .. उनका music भी,positive,मुझे उस movie का comedy बहुत पसंद हैं उनका music भी,2
The comedy is true to the spirit of Monsters Inc and matches its tone but never seemed content to turn over old ground . The music hit all the right notes I think,"music tho right notes पे hit हैं ... comedy तो सही में spirit of monsters inc हैं और उनका tone भी match करता , लेकिन कभी old ground नहीं होता",positive,music tho right notes पे hit हैं comedy तो सही में spirit of monsters inc हैं और उनका tone भी match करता लेकिन कभी old ground नहीं होता,2
"I agree , it was a very safe bet for Pixar with how they presented it .","मैं मानता हूँ , safe हैं फिक्सर से bet करने , जो इतना अछे present जो किया",positive,मैं मानता हूँ safe हैं फिक्सर से bet करने जो इतना अछे present जो किया,2
"Superstar actors doing voice acting is always going to make money , though .",Superstar actors जब voice acting करते हैं तो यह हमेशा ही money making होता है . though,neutral,superstar actors जब voice acting करते हैं तो यह हमेशा ही money making होता है though,1
"I agree , it has enough stuff to haunt the imagination long after the immediate buzz of cuteness has melted away . For a mere prequel , that's a good result .","I agree , इसमें enough stuff है जो immigration को haunt करते हैं उसके बाद भी जब cuteness का immediate buzz melt away हो गया . सिर्फ एक prequel के लिए , यह बढ़िया result है .",neutral,i agree इसमें enough stuff है जो immigration को haunt करते हैं उसके बाद भी जब cuteness का immediate buzz melt away हो गया सिर्फ एक prequel के लिए यह बढ़िया result है,1
"I liked the whole fraternity aspect of it , very tongue in cheek .","मुझे वह whole fraternity aspect बहुत पसंद आया , बहुतों tongue in cheek था .",positive,मुझे वह whole fraternity aspect बहुत पसंद आया बहुतों tongue in cheek था,2
"Yes , it was a refreshing outlook on the series as a whole and provided a nice background for the characters .","yes , यह बहुत refreshing outlook है as a whole series and characters के लिए एक nice background भी provide किया इसने .",positive,yes यह बहुत refreshing outlook है as a whole series and characters के लिए एक nice background भी provide किया इसने,2
I thought the scene of Mike at 7 years old was a good call-back too .,I thought who Mike का scene जब वह 7 years old था वो भी एक बढ़िया call-back था .,positive,i thought who mike का scene जब वह years old था वो भी एक बढ़िया callback था,2
"I agree , I liked when they show Mike's background story of why he became a scarer . I always wondered why he chose to do that","i agree , मैने like किया जब वह Mike की background story दिखाते हैं वो क्यों एक scarer बन गया . मैंने always wonder किया है कि उसने ऐसा क्यों चुना",positive,i agree मैने like किया जब वह mike की background story दिखाते हैं वो क्यों एक scarer बन गया मैंने always wonder किया है कि उसने ऐसा क्यों चुना,2
I also like how they show the friendship between Mike and Sully develop,मुझे वो भी बहुत अचक लगे जब वो Mike और Sully की friendship develop होते हुए show करते हैं .,neutral,मुझे वो भी बहुत अचक लगे जब वो mike और sully की friendship develop होते हुए show करते हैं,1
Yeah I never thought of Sully as the cool guy iike that,yes मैंने कभी Sully को as the cool guy के रूप में नहीं सोचा था .,positive,yes मैंने कभी sully को as the cool guy के रूप में नहीं सोचा था,2
I didn't know Sully had such a pretentious background compared to other characters . It explains why only he was accepted into Roar Omega Roar .,मुझे नहीं मालूम था कि Sully का इतना pretentious background था दूसरे characters की compare में . इसी explain होता है कि क्यों उसे Roar Omega Roar में accept किया था .,negative,मुझे नहीं मालूम था कि sully का इतना pretentious background था दूसरे characters की compare में इसी explain होता है कि क्यों उसे roar omega roar में accept किया था,0
"True , and it does do a good job of showing how both characters are flawed .","True , and इसने बहुत बढ़िया job किया यह दिखने में कैसे दोनों characters flawed है .",positive,true and इसने बहुत बढ़िया job किया यह दिखने में कैसे दोनों characters flawed है,2
"I thought the whole Scare Games plot was a fairly good one too , kept it interesting .","मैंने सोचा whole Scare Games plot भी काफी अच्छा था , interesting बना के रखा इसने",positive,मैंने सोचा whole scare games plot भी काफी अच्छा था interesting बना के रखा इसने,2
"I agree , I like that they didn't try to make them perfect .","I agree , मुझे अच्छा लगा की उन्होंने इसे perfect बनाने का try नहीं किया",positive,i agree मुझे अच्छा लगा की उन्होंने इसे perfect बनाने का try नहीं किया,2
Yes ! And so much was at stake for them in that game as well,हाँ ! और उनके लिए भी इतना कुछ stake पे था game में,neutral,हाँ और उनके लिए भी इतना कुछ stake पे था game में,1
It would decide if they could be renerolled or not . How do you feel about how Sully cheated ?,वह यह decide करता कि वह reneroll हो सकते हैं कि नहीं . जिस तरह से Sully ने cheat किया तुम्हें कैसा लगा,neutral,वह यह decide करता कि वह reneroll हो सकते हैं कि नहीं जिस तरह से sully ने cheat किया तुम्हें कैसा लगा,1
I thought it was delaying the inevitable and giving them a false sense of accomplishment .,मुझे लगा ये inevitable को delay करना था और उन्हें false sense of accomplishment देना था .,negative,मुझे लगा ये inevitable को delay करना था और उन्हें false sense of accomplishment देना था,0
"I agree , I felt bad for Mike who thought he succeeded on his own terms but instead was helped to win",". I agree , मुझे Mike के लिए बुरा लगा जिसने सोचा वो जीत गए अपनी terms पर पर उसे जिताया गया था",positive,i agree मुझे mike के लिए बुरा लगा जिसने सोचा वो जीत गए अपनी terms पर पर उसे जिताया गया था,2
I thought it was ironic too since they only get eliminated from the first challenge because another team was diqualified for cheating .,मुझे भी यह ironic लगा क्योंकि वह सिर्फ first challenge से eliminate हुए क्योंकि दूसरी team cheating के लिए disqualify हो गये,positive,मुझे भी यह ironic लगा क्योंकि वह सिर्फ first challenge से eliminate हुए क्योंकि दूसरी team cheating के लिए disqualify हो गये,2
Yes I agree . It ended up causing them to become expelled from the university as well,हाँ I agree . इसने उन्हें university से expel होने के लिए भी cause कर दिया,neutral,हाँ i agree इसने उन्हें university से expel होने के लिए भी cause कर दिया,1
I feel like they sacrificed themselves for the rest of the fraternity to get accepted though .,मुझे लगा उन्होंने खुद को sacrifice किया ताकि बाकी fraternity accept हो सके,neutral,मुझे लगा उन्होंने खुद को sacrifice किया ताकि बाकी fraternity accept हो सके,1
"I agree and I think that it was a noble thing to do . At least they still were able to be hired at Monsters , Inc . and work their way up to becoming scarers .","I agree और मैं सोचता हूँ यह एक noble thing थी करने के लिए . कम से कम वह फिर भी able they Monsters , Inc . पे hire होने के लिए और scared बनने तक ऊपर पहुँह जाते हैं",positive,i agree और मैं सोचता हूँ यह एक noble thing थी करने के लिए कम से कम वह फिर भी able they monsters inc पे hire होने के लिए और scared बनने तक ऊपर पहुँह जाते हैं,2
"Yeah , guess it shows that you don't need education sometime ! Haha .",ha . येसा लगता है कि आप को education नहीं चलिए haha,positive,ha येसा लगता है कि आप को education नहीं चलिए haha,2
"Exactly , sometimes all that's needed is preservation and hardwork !","सच में , हम सब को कभी hard work और preservation की जरूरत होती है !",positive,सच में हम सब को कभी hard work और preservation की जरूरत होती है,2
At least they didn't get in a lot of trouble with the CDA,अच्छा है उनको CDA में बहुत जयादा trouble नही हुआ,negative,अच्छा है उनको cda में बहुत जयादा trouble नही हुआ,0
Yeah I was taken aback when Hardscrabble said they were the first students to surprise her .,हां . मैंने वापस लेलिया जब Hardscrabble ने कहा कि we first student the surprise को,positive,हां मैंने वापस लेलिया जब hardscrabble ने कहा कि we first student the surprise को,2
"I agree , I thought they weren't too special . All in all it was a great movie !","I agree , मैं ने सोचा वह बहुत special है . यह एक great movie है !",positive,i agree मैं ने सोचा वह बहुत special है यह एक great movie है,2
Hello . what is the movie ?,नमस्ते . film क्या है,neutral,नमस्ते film क्या है,1
"Hey , t he movie we got is The Imitation Game","are , वह film हमें मिल गया है दे imiteshan gem",negative,are वह film हमें मिल गया है दे imiteshan gem,0
What is it about ?,यह किस बारे में है ?,neutral,यह किस बारे में है,1
"It is a biography of about Alan Turing , a British cryptanalyst who decrypted German intelligence codes during World War 2 .","यह lean touring के बारे में एक जीवनी है , जो एक british kriptainaalist है जिसने dviteey विश्व युद्ध के दौरान जर्मन खुफिया कोड को dikript किया था .",neutral,यह lean touring के बारे में एक जीवनी है जो एक british kriptainaalist है जिसने dviteey विश्व युद्ध के दौरान जर्मन खुफिया कोड को dikript किया था,1
Who is the lead actors ?,pramukh abhineta कौन हैं ?,neutral,pramukh abhineta कौन हैं,1
